tweet_id,user_id,created_at,tweet,username,name,location,tweet_type,replied_to_id
1506260588648931330,346701115,2022-03-22T13:24:43.000Z,@VodafoneUK just checking it’s still the case that a blocked number can still leave you messages and you’ve not now invented a way to stop this?,SarahPage29,Sarah Page,Buckinghamshire ,Original_tweet,Null
1506253935123783683,127029223,2022-03-22T12:58:17.000Z,Hi @VodafoneUK I’m in a never ending loop with your inadequate customer service. Your phone line says you can’t answer my call and go to online chat and your online chat says to call you. I need some way to contact you please,rorcon,Ste Hal,"Newcastle Upon Tyne, England",Original_tweet,Null
1506248496625733639,966978129263841280,2022-03-22T12:36:40.000Z,Ian Jenner from @vfeuk highlights the successes and learnings from the @5gem_org project @TWI_Ltd @VodafoneUK @Ford @tmforumorg @HSSMI @LancasterUni   #TheUK5GShowcase #HybridCloud #5G #Edge #MachineLearning #AI #IoT https://t.co/z4Ori74Zkz,UK_5G,UK5G,Nationwide,Original_tweet,Null
1506246950974337025,2780240858,2022-03-22T12:30:32.000Z,"The 16-year-old Founder &amp; CEO of Thred Media,  @JenkOzOfficial, was recently mentored by Dragon’s Den star  @SteveBartlettSC after winning  @VodafoneUK latest edition of its Shout Out for Small Businesses competition.

READ NOW👇

https://t.co/CB8EajDYiU",BLeaderNews,Business Leader,London,Original_tweet,Null
1506244674524102664,1390255863529721858,2022-03-22T12:21:29.000Z,"What's been going on &amp; what's coming up? @Thewhole9years update👇

Highlights:
📆Say hello at @Bett_show 23-25 Mar!
🚀Launch of #Tech4PrisonLeavers @intel @TBMentor
💬Discussions w/ Shadow Secretary of State for Digital and Infrastructure @VodafoneUK

https://t.co/jSSfmfGXyX",DigiPovAlliance,Digital Poverty Alliance 🧑🏻‍💻👩🏿‍💻👨🏼‍💻,,Original_tweet,Null
1506234974210605060,38288457,2022-03-22T11:42:57.000Z,@VodafoneUK hi because my plan is with 4 extras does that mean I get roaming included? Thanks https://t.co/Gw12EYkBhG,Gillybilly30,Gill Bhalla,,Original_tweet,Null
1506233498033655813,610857468,2022-03-22T11:37:05.000Z,"@VodafoneUK been on your live twitter chat/cust service line/whatever you choose to call it all morning.
Are Tuesdays public holidays in Vodafone land?",petej190966,peter jackson,"Selby, England",Original_tweet,Null
1506232971975667719,60612663,2022-03-22T11:34:59.000Z,"@VodafoneUK to off load their #Newbury campus

#berkshire #businessdeals @Colliers 
https://t.co/W3T1WXwLdn",TheBusinessMag,@TheBusinessMag,South East,Original_tweet,Null
1506227786943541248,348526826,2022-03-22T11:14:23.000Z,@VodafoneUK I'm off to The Philippines to invest in a timeshare I'll never see. There must be some mistake. #DreamHoliday,ritchie_dee,Ritchie Dee,UK,replied_to,1503778049203924994
1506218555360043010,913498120260083712,2022-03-22T10:37:42.000Z,"@VodafoneUK Already tried all agents are busy, this is over a month now not weeks!",Marctolson1,Todd,"Leeds, England",replied_to,1506216470895808519
1506216663364124674,16031661,2022-03-22T10:30:11.000Z,Join @VodafoneUK broadband And we’ll each be rewarded with a £25 Amazon Gift Card #Voucher #code #vodafonebroadband https://t.co/EwK5h8PU6N,cadere_in,cadere in occidente,Terms and Conditions Apply,Original_tweet,Null
1506216576970010629,1283096648,2022-03-22T10:29:50.000Z,@VodafoneUK I'll get one on arrival. Will take more than a week to get to Australia. I'll use my Telstra service for those few hours.,atmrtwbike,Stephen Jones - A Thousand Miles 🇺🇦,Sydney,replied_to,1506214402420350976
1506216184278097927,610857468,2022-03-22T10:28:17.000Z,"@VodafoneUK why have you given dpd an incorrect address for delivery of my new phone. You have my correct details! Dpd are now sending it back to you. I have spoken to you via live chat and phone, obviously that has proved to be pointless!",petej190966,peter jackson,"Selby, England",Original_tweet,Null
1506213698762907654,2761491487,2022-03-22T10:18:24.000Z,"@VodafoneUK No, thanks 😊",gailie_aotearoa,Aotearoa,Ireland,replied_to,1506211258382655493
1506213414221266946,61580560,2022-03-22T10:17:16.000Z,@VodafoneUK I’m (not) so happy when Vodafone changes the rules for early upgrades for existing SIM only customers the day before my eligible date and I now have to wait another 3 months paying £120 a month. Would have been good to have had this communicated in advance.,Keithduncan47,Keith Duncan,"Edinburgh, Scotland",replied_to,1505484294088642563
1506211897951010816,1452974006429175820,2022-03-22T10:11:15.000Z,@VodafoneUK My engineer didn't turn up to connect my broadband and I can't get through to speak to anyone about it. I need broadband for work.,JamesGeorge1533,James George,,Original_tweet,Null
1506211588889780224,1283096648,2022-03-22T10:10:01.000Z,"@VodafoneUK Actually, no. I fly in on a Monday.",atmrtwbike,Stephen Jones - A Thousand Miles 🇺🇦,Sydney,replied_to,1506211226115837952
1506211397688246278,1283096648,2022-03-22T10:09:15.000Z,@VodafoneUK A shame I fly in on a Sunday. Many stores don't open until at least 10:30!,atmrtwbike,Stephen Jones - A Thousand Miles 🇺🇦,Sydney,replied_to,1506211226115837952
1506207824610795520,2761491487,2022-03-22T09:55:04.000Z,@VodafoneUK Thanks. All fixed 😊,gailie_aotearoa,Aotearoa,Ireland,replied_to,1506197378709270528
1506207312410980352,1283096648,2022-03-22T09:53:01.000Z,"@VodafoneUK Sorry, I should have typed Galaxy S21+.",atmrtwbike,Stephen Jones - A Thousand Miles 🇺🇦,Sydney,replied_to,1506207026531164162
1506207081975721990,468387609,2022-03-22T09:52:06.000Z,"@VodafoneUK My grandchildren visit, make memories whole you can, life is short #VodafoneTreats",billy_halliday,Billy Halliday,edinburgh,replied_to,1505484294088642563
1506205827094687746,1283096648,2022-03-22T09:47:07.000Z,"@VodafoneUK One more question. When I activate a pre-paid service, do I need to register address details?",atmrtwbike,Stephen Jones - A Thousand Miles 🇺🇦,Sydney,replied_to,1506199917693444097
1506200355570593795,1283096648,2022-03-22T09:25:23.000Z,"@VodafoneUK So, if I get a £30 (50GB) pre-paid bundle, with the SIM in my G21+, it's automatically 5G (subject to coverage)?",atmrtwbike,Stephen Jones - A Thousand Miles 🇺🇦,Sydney,replied_to,1506199917693444097
1506200298364227585,913498120260083712,2022-03-22T09:25:09.000Z,"@VodafoneUK trying to get through to you is an absolute joke, weeks now zero service in the area &amp; all you offer is a robot that can’t answer nothing",Marctolson1,Todd,"Leeds, England",Original_tweet,Null
1506197101428064259,1118152497196146690,2022-03-22T09:12:27.000Z,@VodafoneUK I'm happy when we get together #VodafoneTreats,KatieCorr54,Katie Corr,"Liverpool, England, UK",replied_to,1505484294088642563
1506196446387011584,1283096648,2022-03-22T09:09:51.000Z,"@VodafoneUK Hi Vodafone. Looking at pre-paid SIMs. According to your website, they're listed as 5G ready. I'm assuming that if it's installed in a 5G phone, I'll have access to the 5G network. Yeah?",atmrtwbike,Stephen Jones - A Thousand Miles 🇺🇦,Sydney,Original_tweet,Null
1506186392619126785,2761491487,2022-03-22T08:29:54.000Z,"@VodafoneUK hi, woke up and broadband is not working at all. Are there issues in Northern Ireland/Belfast? Thanks",gailie_aotearoa,Aotearoa,Ireland,Original_tweet,Null
1506173629389750273,2168435583,2022-03-22T07:39:11.000Z,@VodafoneUK so I've sent you a screenshot of the text I got this morning. Honestly why do I keep having trouble with you? Who spoke to you about cancelling our broadband? Love to know lol,DaniValkyrie_,DaniValkyrie,UK,Original_tweet,Null
1506155124930056193,50628631,2022-03-22T06:25:39.000Z,"@VodafoneUK I've sent a DM. After trying to upgrade for 4 days, did it yesterday 2pm. Phone meant to arrive today but still no dispatch email and my account still showing I can upgrade...so not registered on my online account",Beleza_Rach,Rachael Santangelo,"Edinburgh, Bonnie Scotland ",Original_tweet,Null
1506031517923000326,192608384,2022-03-21T22:14:29.000Z,@VodafoneUK #DreamHoliday making friends with a bear in Hawaii!,diane_83,Diane,"Berks, UK",replied_to,1503778049203924994
1506028592765050885,569314174,2022-03-21T22:02:51.000Z,@BromleyCommuter @VodafoneUK We now have a new proposal from a different party which we are exploring and I'm reliably informed this could be live later this year.,Ker_Anderson,Ker Anderson,"Thatcham, England",replied_to,1506028175729610755
1506028175729610755,569314174,2022-03-21T22:01:12.000Z,"@BromleyCommuter @VodafoneUK Hi, London bridge station has poor coverage due to the persistent failure of others to decide on the best technical and commercial solution at London Bridge station. Vodafone have been working tirelessly for over 5 years now to depoy a dedicated solution but this has  failed",Ker_Anderson,Ker Anderson,"Thatcham, England",replied_to,1505992729750294533
1506015452879007746,332773970,2022-03-21T21:10:39.000Z,"@VodafoneUK this is not working, no one is responding via DM and your online chat person has just hung up on her. We need help quickly, her other accounts have now been compromised and she needs her phone number back to recover them",JimmyOKeefe,Jimbo🚴👨‍👩‍👧‍👦💡,,replied_to,1506003556989558789
1506003741362860035,1099514911,2022-03-21T20:24:06.000Z,@VodafoneUK @Ker_Anderson Same thing you get apologies every few days but no fix … I guess sending a SMS is cheaper then sending out an engineer … this is simple just tell us a fix date why is this in the hard box. https://t.co/bQq1uEMYbp,BromleyCommuter,MarkL,Bromley,quoted,1506002984580362240
1506003482607763461,772298196,2022-03-21T20:23:05.000Z,@PaulinKuranchie @VodafoneUK OK. I'm glad it's not just us.,louisekwarteng,louiseowusu,,replied_to,1506001023785226243
1506003392568741890,772298196,2022-03-21T20:22:43.000Z,@VodafoneUK Hi. I've just checked it and it seems to say it's OK. But my connection kept cutting out. On Saturday I tried to send a WhatsApp message to my friend and it took a while to get it. She had the same problem.,louisekwarteng,louiseowusu,,replied_to,1505999915033542663
1506002298635538440,1363597381254721539,2022-03-21T20:18:22.000Z,@VodafoneUK Hunt for a lost City in Costa Rica 🇨🇷 #DreamHoliday #VeryMeRewards https://t.co/hBEBwhRyhy,RAWsummits,SummitSam,,replied_to,1503778049203924994
1506001023785226243,194791456,2022-03-21T20:13:18.000Z,@louisekwarteng @VodafoneUK I had same issues over the weekend. They actually sent me a message acknowledging it yesterday,PaulinKuranchie,Paulina Kuranchie🇬🇭,"London, England",replied_to,1505993809943044101
1505994019851186184,1099514911,2022-03-21T19:45:29.000Z,@VodafoneUK @VodafoneUK @Ker_Anderson … just give us all publicly a fix date https://t.co/YCnGuxDQ1D,BromleyCommuter,MarkL,Bromley,replied_to,1505993226121056259
1505993809943044101,772298196,2022-03-21T19:44:38.000Z,Is anyone having issues with @VodafoneUK Internet on their phones?  Mine has been very intermittent and cuts out at inopportune moments. My friend said she had similar problems on Saturday. But please let me know.,louisekwarteng,louiseowusu,,Original_tweet,Null
1505992729750294533,1099514911,2022-03-21T19:40:21.000Z,@VodafoneUK @Ker_Anderson It doesn’t need a DM just pay some engineers to fix the network at London Bridge https://t.co/GvqlXGbQVp,BromleyCommuter,MarkL,Bromley,quoted,1505992245559926792
1505989407916138512,1099514911,2022-03-21T19:27:09.000Z,@VodafoneUK @Ker_Anderson … nearly a month later still no data service at London Bridge the best we get you is you know there is an issue clearly no one senior at Vodafone uses London Bridge station https://t.co/w2U1ChARra,BromleyCommuter,MarkL,Bromley,replied_to,1497264134743810053
1505985460690161667,556018303,2022-03-21T19:11:28.000Z,@VodafoneUK I’m so happy when you’re here,NikkiAitchison,Nikki Aitchison,"Neston, Cheshire, England",replied_to,1505484294088642563
1505978239461822470,42745358,2022-03-21T18:42:46.000Z,@VodafoneUK OK! What times are helplines open till please?,uniiskillingme,Mother Hannah,"England, United Kingdom",replied_to,1505977090813927428
1505974940784336905,42745358,2022-03-21T18:29:40.000Z,@VodafoneUK Hello! I have a tablet contract that ran out in November &amp; has been carried on monthly. I would like to cancel it now but I can't get through to anyone when I call :( could this be done online? Thanks!,uniiskillingme,Mother Hannah,"England, United Kingdom",Original_tweet,Null
1505964729814196231,368256015,2022-03-21T17:49:05.000Z,@VodafoneUK I am fan of Red Bull,WheelerAw,Andrew Wheeler,"ÜT: 52.046677,-0.787004",replied_to,1505951503705649154
1505958658361937921,2723841,2022-03-21T17:24:58.000Z,@VodafoneUK I’m so happy when I get back to work I will have to see you soon thanks for letting me know thanks for letting me help you with my work computer and I will do it soon as I can get it done,FlyingScotsManJ,The Flying Scotsman 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Aberdeen, Scotland",replied_to,1505484294088642563
1505948748043759619,865478035780157442,2022-03-21T16:45:35.000Z,@VodafoneUK when is your network problem going to be sorted out?! I've not a phone to use since 9am this morning!!,Yasminakhtar25,Yasmin🌸,,Original_tweet,Null
1505944137866125313,19937627,2022-03-21T16:27:16.000Z,.@VodafoneUK FTTP broadband now available for ‘SoHo’ sector https://t.co/Llp4siZtGK,MobileNewsMag,Mobile News Magazine,London,Original_tweet,Null
1505936767647723528,825692036657459201,2022-03-21T15:57:59.000Z,@VodafoneUK That's for anyone reading this with a Moto G9 Play on vodafone who's been misled into buying a new phone due to your incorrect (it seems) scare mongering emails.,sparkslabs_com,Michael «*»,"Manchester, England",replied_to,1505936609082028035
1505936609082028035,825692036657459201,2022-03-21T15:57:21.000Z,"@VodafoneUK Oh as an update, turns out the Moto G9 Play as sold by you is not compatible with Wifi Calling and your guides regarding it (after recommended/security updates) are wrong on every level.
But it also turns out that your checker and ""buy a new phone now!"" emails are wrong too.",sparkslabs_com,Michael «*»,"Manchester, England",replied_to,1505261064174415873
1505934285710180361,1052958783532601345,2022-03-21T15:48:07.000Z,"@Tsunahmie1 @VodafoneUK Amazing!! Wonderful to hear you managed to find a great deal with @VodafoneUK 👏
Roll on the 24th March for release!",OPPOMobileUK,OPPO UK,United Kingdom,replied_to,1505645810175905797
1505930515802693639,2863001,2022-03-21T15:33:08.000Z,@VodafoneUK I'm so happy when you get a chance to see you soon and I will be happy to help you with the child care center for the use of the non working number.,Cunninghamster,Daniel Cunningham,"Poole, England",replied_to,1505484294088642563
1505930212919418880,368256015,2022-03-21T15:31:56.000Z,@VodafoneUK Yep not the result i wanted,WheelerAw,Andrew Wheeler,"ÜT: 52.046677,-0.787004",replied_to,1505921961129652230
1505925138520449028,579197815,2022-03-21T15:11:46.000Z,@VodafoneUK @vodafone this is why I'll be leaving you before my renewal .. 78mb my foot .. #Vodafone #Vodafonedown https://t.co/fhqf4xCQSQ,SarahHeleneuk,Sarah Hélène 3.5% 🇺🇦🕷 #FBPA #FBPE #REJOINEU #TS,NW Surrey UK,Original_tweet,Null
1505916818245959681,2241206546,2022-03-21T14:38:42.000Z,@VodafoneUK #DreamHoliday Japan to ski down the tallest mountain...best get practising!,AdamCorner2,Adam Corner,,replied_to,1503778049203924994
1505915300520382472,129848921,2022-03-21T14:32:40.000Z,@VodafoneUK Im so.happy when. You can,CPalmer06,Chris Palmer,london,replied_to,1505484294088642563
1505910318035357698,753290949690810368,2022-03-21T14:12:52.000Z,"@VodafoneUK I have 2 contacts with you I have turned off secure net but it's turned it self on one phone but I can't turn it off as it
Says it is off but its charging me for it",r33_tasha,N A T A S H A 💕🏳️‍⚧️,"Liverpool, England",Original_tweet,Null
1505910150229602306,466341559,2022-03-21T14:12:12.000Z,"@JaH_HY Hey! We appreciate you reaching out. We recommend you contact @VodafoneUK via DM, they will be able to assist you with your query.",VodafoneGroup,Vodafone Group,"London, UK",replied_to,1505885719230914567
1505909723144589314,837271780003885056,2022-03-21T14:10:31.000Z,@VodafoneUK #VodafoneTreats Getting out in the sunshine and exploring the Scottish coastline has definitely put a spring in my step I feel so much more alive! https://t.co/AXrIicYnfv,countluckula,ᒪeigh,United Kingdom,replied_to,1498704627000233985
1505905371910606851,1402293903894761473,2022-03-21T13:53:13.000Z,@VodafoneUK #VodafoneTreats  it’s having an amazing time with my muscular dystrophy warrior! Capturing every fun and incredible moment and just taking each up and down with a pinch of salt and chocolate ice cream 🍦! The spring in our step is this one taking chocolatey steps few days ago 😍 https://t.co/gjKIJpb5ss,profKerfuffle,Professor Kerfuffle,UK/FRANCE 🥸,replied_to,1498704627000233985
1505900687074414592,386486785,2022-03-21T13:34:36.000Z,"@VodafoneUK Horrible home broadband experience. No internet &amp; getting same issue repeated within 2 weeks? With WFH, how one rely on your services? @SkyUK i had never faced this problem but had to switch as fiber is not available via Sky at my postcode.#broadband #CustomerService",GOYALKAPS,kapil goyal,United Kingdom,Original_tweet,Null
1505896662274818050,2644645745,2022-03-21T13:18:37.000Z,@benjaminjmiller @VodafoneUK Same in Aberdeen,g_wullie,Wullie G Grant,"Aberdeen, Scotland",replied_to,1505896186691137538
1505885597621272576,466341559,2022-03-21T12:34:39.000Z,"Today is International Day for the Elimination of Racial Discrimination.

@VodafoneUK’s Multicultural Inclusion Network was set up to help our employees navigate challenges and progress in their careers.

Hear the founder, Sade's story. #FightRacism https://t.co/aM9rq61YJZ",VodafoneGroup,Vodafone Group,"London, UK",Original_tweet,Null
1505882856622538757,171940914,2022-03-21T12:23:45.000Z,@VodafoneUK Lets see if the general public reply shall we 🤣👍🏼,Hawks8920,Luke Hawksley,Nottingham,replied_to,1505870844886753280
1505882089408901127,90182842,2022-03-21T12:20:42.000Z,@VodafoneUK Hi Guys. I want to make an additional payment on my account as I'm expecting a higher than normal bill for next month. Cant see the make  a payment button anywhere. I have more than one number associated with the account. Is that potentially affecting things?,gulam_h,Gulam Hussain,London,Original_tweet,Null
1505877831707987980,107029339,2022-03-21T12:03:47.000Z,@VodafoneUK I'm so happy when I get a chance to sort out the other day and I will be lovely to see you soon xx #VodafoneTreats,thequeenosheba,⚡⚡ Lisa Hughes ⚡⚡,"Cleckheaton, West Yorkshire",replied_to,1505484294088642563
1505866068409176064,2180432083,2022-03-21T11:17:03.000Z,"@VodafoneUK I’m going Down Under to Australia 🇦🇺 to feed the penguins 🐧
#DreamHoliday",kazweedon,🎀 𝒦𝒶𝓏 🎀,"♥ 𝙷𝚊𝚖𝚙𝚜𝚑𝚒𝚛𝚎, 𝚄𝙺 ♥",replied_to,1503778049203924994
1505865964084203523,2180432083,2022-03-21T11:16:38.000Z,"@VodafoneUK I’m going to Australia 🇦🇺 to feed the penguins 🐧
#DreamHoliday",kazweedon,🎀 𝒦𝒶𝓏 🎀,"♥ 𝙷𝚊𝚖𝚙𝚜𝚑𝚒𝚛𝚎, 𝚄𝙺 ♥",replied_to,1503778049203924994
1505854035244552193,50628631,2022-03-21T10:29:14.000Z,Hi @O2 do you do any corporate discounts due to employer contracts like @VodafoneUK advantage? Do you have a link please? I know my employer uses both networks. Thanks,Beleza_Rach,Rachael Santangelo,"Edinburgh, Bonnie Scotland ",Original_tweet,Null
1505850068221448193,478043251,2022-03-21T10:13:28.000Z,"@VodafoneUK I am happy when I am a good friend to have an hour to talk about what we can do.) 

That's funny because I always listen to my friends when they are down x
#vodafonetreats",karenhill26,karen Hill,devon England,replied_to,1505484294088642563
1505844455789715460,345636990,2022-03-21T09:51:10.000Z,@VodafoneUK I’m so happy when you are home and I don’t know if I have too many things to do. 🙈😂,zmark21,Zo✌🏻,,replied_to,1505484294088642563
1505838125351907330,70453172,2022-03-21T09:26:00.000Z,"@VodafoneUK ""I'm so happy when I get a chance to win a trip to NYC for a few days' I mean it's not wrong. Love New York! #VodafoneTreats https://t.co/zgUqdkhsY7",Vickydoo,Victoria,"Scotland, United Kingdom",replied_to,1505484294088642563
1505831527090991104,940345362409279489,2022-03-21T08:59:47.000Z,"Exciting! @VodafoneUK will work alongside Emma Raducanu as an ambassador for 'Play Your Way to Wimbledon’, working with the LTA to help inspire future tennis stars https://t.co/S3AN0b81Qn https://t.co/6khggmtk7G",barrientos_pena,Isabel Pena Barrientos 💙,"England, United Kingdom",Original_tweet,Null
1505821522073694209,907694160798474240,2022-03-21T08:20:02.000Z,@VodafoneUK I’m so happy when you are home and I have a good day,KateHow98804396,KateH,"Leeds, England",replied_to,1505484294088642563
1505820772077641728,91883269,2022-03-21T08:17:03.000Z,@VodafoneUK Morning Matt! Thank you! I’ve proceeded successfully 😁,jemmajon,Jemma Jonathan,Wales ,replied_to,1505820291083218945
1506304507302535174,20678384,2022-03-22T16:19:14.000Z,"@Irishmike79 We understand the importance of getting through to an adviser. However, when our lines reaches a high capacity the line can on occasion disconnect. We know this isn't a good experience and I'll feed this back to our insight team to ensure calls aren't cut off when waiting. Millie",VodafoneUK,Vodafone UK,"Newbury, Berkshire UK",replied_to,1506300603210907649
1506305274696675331,20678384,2022-03-22T16:22:17.000Z,@JoshSimpson02 Hey Josh 👋 Sorry to hear you're having issues with your SIM. Please ask the account holder to pop us a DM and we'll be more than happy to take a look in to this for you. Chelle,VodafoneUK,Vodafone UK,"Newbury, Berkshire UK",replied_to,1506304193698672645
,,,,,,,,
1503778049203924994,20678384,2022-03-15T17:00:00.000Z,"Want to #WIN a Very Big Spring Getaway worth up to 10k? 🏝️

Use #DreamHoliday and our generator to tell us what you'll be doing on it.

Check out #VeryMeRewards in the My Vodafone app for the chance to win more prizes 🎁

Terms apply (ends 31/03/2022)👇

https://t.co/HpXCBf8v0Z https://t.co/NkxMV6hdDp",VodafoneUK,Vodafone UK,"Newbury, Berkshire UK",Original_tweet,Null
1506299563728158728,20678384,2022-03-22T15:59:36.000Z,"@Irishmike79 We are working to get through the departments call demand as quickly as possible Mike. As the department is inbound only, the call wait can be longer in peak times. We appreciate your patience and understanding. Millie",VodafoneUK,Vodafone UK,"Newbury, Berkshire UK",replied_to,1506297057115619328
1505484294088642563,20678384,2022-03-20T10:00:00.000Z,"Use auto-correct to finish this sentence and we could surprise you with #VodafoneTreats

I’m so happy when…

#InternationalDayOfHappiness",VodafoneUK,Vodafone UK,"Newbury, Berkshire UK",Original_tweet,Null
